,index,full_name,club,age,league
1461,2011,Manuel García Sánchez,Deportivo Alavés,31,Spanish Primera División
1462,2012,Jérémy Sorbon,En Avant de Guingamp,33,French Ligue 1
1463,2018,Johannes Hopf,Gençlerbirli?i SK,30,Turkish Süper Lig
1464,2019,Bryan Dabo,AS Saint-Étienne,25,French Ligue 1
1465,2022,Vukašin Jovanovi?,Girondins de Bordeaux,21,French Ligue 1
1466,2024,David Juncà Reñé,SD Eibar,23,Spanish Primera División
1467,2025,Rémy Riou,Alanyaspor,29,Turkish Süper Lig
1468,2026,Lasse Sobiech,FC St. Pauli,26,German 2. Bundesliga
1469,2027,Miguel Ángel Guerrero Martín,CD Leganés,26,Spanish Primera División
1470,2028,Jaroslav Drobný,SV Werder Bremen,37,German Bundesliga
1471,2029,Afriyie Acquah,Torino,25,Italian Serie A
1472,2030,Richarlison de Andrade,Watford,20,English Premier League
1473,2032,Guillermo Maripán,Deportivo Alavés,23,Spanish Primera División
1474,2035,Angelo Esmael da Costa Júnior,Bologna,33,Italian Serie A
1475,2036,Mathieu Dossevi,FC Metz,29,French Ligue 1
1476,2038,Sidney Sam,VfL Bochum,29,German 2. Bundesliga
1477,2039,Michael Gregoritsch,FC Augsburg,23,German Bundesliga
1478,2041,Radosav Petrovi?,Sporting CP,28,Portuguese Primeira Liga
1479,2050,Marco Russ,Eintracht Frankfurt,31,German Bundesliga
1480,2051,Clément Grenier,Olympique Lyonnais,26,French Ligue 1
1481,2053,Jason Denayer,Galatasaray SK,22,Turkish Süper Lig
1482,2054,Fernando Navarro Corbacho,RC Deportivo de La Coruña,35,Spanish Primera División
1483,2057,Yevhen Seleznyov,Kardemir Karabükspor,31,Turkish Süper Lig
1484,2058,Ádám Nagy,Bologna,22,Italian Serie A
1485,2059,Joel Ward,Crystal Palace,27,English Premier League
1486,2062,Ashley Barnes,Burnley,27,English Premier League
1487,2067,Samuel Armenteros,Benevento Calcio,27,Italian Serie A
1488,2069,Claudio Beauvue,CD Leganés,29,Spanish Primera División
1489,2071,Yasin Öztekin,Galatasaray SK,30,Turkish Süper Lig
1490,2073,Danilo Barbosa da Silva,SC Braga,21,Portuguese Primeira Liga
1491,2074,Emre Akbaba,Alanyaspor,24,Turkish Süper Lig
1492,2077,Maxime Lopez,Olympique de Marseille,19,French Ligue 1
1493,2080,Marc-Oliver Kempf,SC Freiburg,22,German Bundesliga
1494,2085,Goran Pandev,Genoa,33,Italian Serie A
1495,2086,Joaquín Correa,Sevilla FC,22,Spanish Primera División
1496,2087,Luigi Sepe,Napoli,26,Italian Serie A
1497,2089,Ben Watson,Watford,31,English Premier League
1498,2090,Juan Carlos Pérez López,Málaga CF,27,Spanish Primera División
1499,2091,João Miguel Coimbra Aurélio,Vitória Guimarães,28,Portuguese Primeira Liga
1500,2093,Guido Carrillo,AS Monaco,26,French Ligue 1
1501,2094,Ayoze Pérez Gutiérrez,Newcastle United,23,English Premier League
1502,2096,Corentin Jean,Toulouse FC,21,French Ligue 1
1503,2097,Ji?í Pavlenka,SV Werder Bremen,25,German Bundesliga
1504,2099,Gian Marco Ferrari,Sampdoria,25,Italian Serie A
1505,2102,Rubén Peña Jiménez,SD Eibar,25,Spanish Primera División
1506,2105,Serkan K?r?nt?l?,Atiker Konyaspor,32,Turkish Süper Lig
1507,2106,Enzo Crivelli,Angers SCO,22,French Ligue 1
1508,2109,Diego Farías da Silva,Cagliari,27,Italian Serie A
1509,2110,Domenico Maietta,Bologna,34,Italian Serie A
1510,2112,Rômulo Souza Orestes Caldeira,Hellas Verona,30,Italian Serie A
1511,2115,Clinton Njie,Olympique de Marseille,23,French Ligue 1
1512,2116,Tanguy Ndombele,Olympique Lyonnais,20,French Ligue 1
1513,2117,Anaitz Arbilla Zabala,SD Eibar,30,Spanish Primera División
1514,2118,Tolga Ci?erci,Galatasaray SK,25,Turkish Süper Lig
1515,2119,Guillermo Celis,Vitória Guimarães,24,Portuguese Primeira Liga
1516,2120,Nico Elvedi,Borussia Mönchengladbach,20,German Bundesliga
1517,2121,Olcay ?ahan,Trabzonspor,30,Turkish Süper Lig
1518,2125,Marcelo Augusto Ferreira Teixeira,SC Braga,29,Portuguese Primeira Liga
1519,2126,Diego Falcinelli,Sassuolo,26,Italian Serie A
1520,2127,Maximiliano López,Udinese,33,Italian Serie A
1521,2128,André Geraldes de Barros,CF Os Belenenses,26,Portuguese Primeira Liga
1522,2133,Raúl Fdez-Cavada Mateos,Levante UD,29,Spanish Primera División
1523,2135,Peter Crouch,Stoke City,36,English Premier League
1524,2145,Matheus Fellipe Costa Pereira,Grupo Desportivo de Chaves,21,Portuguese Primeira Liga
1525,2150,Rémi Walter,OGC Nice,22,French Ligue 1
1526,2153,Serge Gakpé,Amiens SC Football,30,French Ligue 1
1527,2156,Damián Suárez,Getafe CF,29,Spanish Primera División
1528,2157,Robin Quaison,1. FSV Mainz 05,23,German Bundesliga
1529,2158,Ricardo Centurión,Genoa,24,Italian Serie A
1530,2159,Tobias Sippel,Borussia Mönchengladbach,29,German Bundesliga
1531,2161,Benik Afobe,Bournemouth,24,English Premier League
1532,2166,Carles Planas Antolínez,Girona CF,26,Spanish Primera División
1533,2171,Ahmet Çal?k,Galatasaray SK,23,Turkish Süper Lig
1534,2175,Eren Albayrak,Atiker Konyaspor,26,Turkish Süper Lig
1535,2176,Charlie Adam,Stoke City,31,English Premier League
1536,2178,Antonio Latorre Grueso,Valencia CF,19,Spanish Primera División
1537,2179,Hyun Jun Suk,ES Troyes AC,26,French Ligue 1
1538,2180,Tom Ince,Huddersfield Town,25,English Premier League
1539,2183,Jirès Kembo-Ekoko,Bursaspor,29,Turkish Süper Lig
1540,2185,Aleksandar Katai,Deportivo Alavés,26,Spanish Primera División
1541,2187,Christian Clemens,1. FC Köln,25,German Bundesliga
1542,2192,Damir Kreilach,1. FC Union Berlin,28,German 2. Bundesliga
1543,2195,Tunay Torun,?stanbul Ba?ak?ehir FK,27,Turkish Süper Lig
1544,2196,Jorge Marco de Oliveira Morais,AS Monaco,21,French Ligue 1
1545,2199,Benjamin Nivet,ES Troyes AC,40,French Ligue 1
1546,2200,Lionel Carole,Sevilla FC,26,Spanish Primera División
1547,2202,Daniel Congré,Montpellier Hérault SC,32,French Ligue 1
1548,2203,Michael Rensing,Fortuna Düsseldorf,33,German 2. Bundesliga
1549,2204,Renato João Saleiro Santos,Boavista FC,25,Portuguese Primeira Liga
1550,2205,Àngel Rangel Zaragoza,Swansea City,34,English Premier League
1551,2210,Joel Robles Blázquez,Everton,27,English Premier League
1552,2211,Jaïro Riedewald,Crystal Palace,20,English Premier League
1553,2217,Nico Schulz,TSG 1899 Hoffenheim,24,German Bundesliga
1554,2220,James McClean,West Bromwich Albion,28,English Premier League
1555,2221,Filip ?uri?i?,Sampdoria,25,Italian Serie A
1556,2222,Edgar Barreto,Sampdoria,32,Italian Serie A
1557,2223,Firmin Ndombe Mubele,Stade Rennais FC,23,French Ligue 1
1558,2228,Delvin N'Dinga,Medicana Sivasspor,29,Turkish Süper Lig
1559,2229,Alex Meret,Ferrara (SPAL),20,Italian Serie A
1560,2234,Fabiano Ribeiro de Freitas,FC Porto,29,Portuguese Primeira Liga
1561,2238,Boukary Dramé,Atalanta,31,Italian Serie A
1562,2239,Raúl García Carnero,CD Leganés,28,Spanish Primera División
1563,2240,Luca Caldirola,SV Werder Bremen,26,German Bundesliga
1564,2246,Mevlüt Erdinç,?stanbul Ba?ak?ehir FK,30,Turkish Süper Lig
1565,2248,Pol Mikel Lirola Kosok,Sassuolo,19,Italian Serie A
1566,2249,Wayne Hennessey,Crystal Palace,30,English Premier League
1567,2250,Ellyes Skhiri,Montpellier Hérault SC,22,French Ligue 1
1568,2251,Bruno Alexandre Vieira Almeida,SC Braga,19,Portuguese Primeira Liga
1569,2254,Rúben Miguel Nunes Vezo,Valencia CF,23,Spanish Primera División
1570,2257,Josip Drmi?,Borussia Mönchengladbach,24,German Bundesliga
1571,2259,Rúben Tiago Rodrigues Ribeiro,Rio Ave FC,29,Portuguese Primeira Liga
1572,2260,Gabriele Angella,Udinese,28,Italian Serie A
1573,2267,José Luis Palomino,Atalanta,27,Italian Serie A
1574,2269,Gabriel Torje,Kardemir Karabükspor,27,Turkish Süper Lig
1575,2270,Shane Duffy,Brighton & Hove Albion,25,English Premier League
1576,2271,Sergio Postigo Redondo,Levante UD,28,Spanish Primera División
1577,2275,G?toku Sakai,Hamburger SV,26,German Bundesliga
1578,2276,Romain Brégerie,FC Ingolstadt 04,30,German 2. Bundesliga
1579,2277,Vasco Herculano Cunha Fernandes,Vitória Setúbal,30,Portuguese Primeira Liga
1580,2280,Anwar El Ghazi,LOSC Lille,22,French Ligue 1
1581,2284,Cengiz Ünder,Roma,19,Italian Serie A
1582,2285,Thiago Henrique Mendes Ribeiro,LOSC Lille,25,French Ligue 1
1583,2287,Filipe Augusto Carvalho Souza,SL Benfica,23,Portuguese Primeira Liga
1584,2288,Pierrick Capelle,Angers SCO,30,French Ligue 1
1585,2289,Hugo Rodallega,Trabzonspor,31,Turkish Süper Lig
1586,2290,Alexandru Epureanu,?stanbul Ba?ak?ehir FK,30,Turkish Süper Lig
1587,2292,Brice Dja Djédjé,Watford,26,English Premier League
1588,2293,Paulo Henrique Soares dos Santos,Portimonense SC,22,Portuguese Primeira Liga
1589,2298,Thomas Monconduit,Amiens SC Football,26,French Ligue 1
1590,2299,Javier Eraso Goñi,CD Leganés,27,Spanish Primera División
1591,2300,Moussa Konaté,Amiens SC Football,24,French Ligue 1
1592,2302,Jeferson Fernandes Macedo,Grupo Desportivo de Chaves,25,Portuguese Primeira Liga
1593,2303,Andrea Costa,Benevento Calcio,31,Italian Serie A
1594,2304,Nicola Rigoni,Chievo Verona,26,Italian Serie A
1595,2306,?rfan Can Kahveci,?stanbul Ba?ak?ehir FK,21,Turkish Süper Lig
1596,2308,Miguel Jesus Rosa,CF Os Belenenses,28,Portuguese Primeira Liga
1597,2309,Walace Souza Silva,Hamburger SV,22,German Bundesliga
1598,2310,Raúl Albentosa Redal,RC Deportivo de La Coruña,28,Spanish Primera División
1599,2311,Manuel Locatelli,Milan,19,Italian Serie A
1600,2318,José Manuel Rodríguez Benito,Levante UD,25,Spanish Primera División
1601,2319,Casimir Ninga,Montpellier Hérault SC,24,French Ligue 1
1602,2320,Ramadan Sobhi,Stoke City,20,English Premier League
1603,2321,Thievy Bifouma,Medicana Sivasspor,25,Turkish Süper Lig
1604,2322,Adam Masina,Bologna,23,Italian Serie A
1605,2324,Vincent Bessat,SM Caen,31,French Ligue 1
1606,2325,Matthias Ostrzolek,Hannover 96,27,German Bundesliga
1607,2332,Rodrigo Javier De Paul,Udinese,23,Italian Serie A
1608,2333,Jaílton Alves Miranda,Boavista FC,27,Portuguese Primeira Liga
1609,2334,Jonás Ramalho Chimeno,Girona CF,24,Spanish Primera División
1610,2335,Kléber Laube Pinheiro,Estoril Praia,27,Portuguese Primeira Liga
1611,2336,Ewerton José Almeida Santos,1. FC Nürnberg,28,German 2. Bundesliga
1612,2338,Daniel Pacheco Lobato,Getafe CF,26,Spanish Primera División
1613,2339,Dennis Aogo,VfB Stuttgart,30,German Bundesliga
1614,2341,Stefan Ristovski,Sporting CP,25,Portuguese Primeira Liga
1615,2342,Rafael Cabral Barbosa,Napoli,27,Italian Serie A
1616,2343,Sérgio Miguel Relvas de Oliveira,FC Porto,25,Portuguese Primeira Liga
1617,2345,Ousmane Dramé,Moreirense FC,24,Portuguese Primeira Liga
1618,2350,Ryder Matos Santos,Udinese,24,Italian Serie A
1619,2351,Zainadine Chavango Júnior,CS Marítimo,29,Portuguese Primeira Liga
1620,2352,Abdou Razack Traoré,Atiker Konyaspor,28,Turkish Süper Lig
1621,2355,Alex Iwobi,Arsenal,21,English Premier League
1622,2356,Carlos Salcedo,Eintracht Frankfurt,23,German Bundesliga
1623,2357,Timo Baumgartl,VfB Stuttgart,21,German Bundesliga
1624,2361,Gonçalo Manuel Ganchinho Guedes,Valencia CF,20,Spanish Primera División
1625,2364,Leonardo Ulloa,Leicester City,30,English Premier League
1626,2366,Takashi Usami,Fortuna Düsseldorf,25,German 2. Bundesliga
1627,2367,Fábio Ricardo Gomes Fonseca,Boavista FC,31,Portuguese Primeira Liga
1628,2369,Hélder Jorge Rodrigues Barbosa,Akhisar Belediyespor,30,Turkish Süper Lig
1629,2373,Amath Ndiaye Diedhiou,Getafe CF,20,Spanish Primera División
1630,2375,Nélson Ricardo Rodrigues Lenho,CD Aves,33,Portuguese Primeira Liga
1631,2377,Adama Soumaoro,LOSC Lille,25,French Ligue 1
1632,2380,Lacina Traoré,Amiens SC Football,27,French Ligue 1
1633,2383,Júnior Fernandes,Alanyaspor,28,Turkish Süper Lig
1634,2384,Mitchell Langerak,Levante UD,28,Spanish Primera División
1635,2385,Tiago Miguel Baía Pinto,Osmanl?spor,29,Turkish Süper Lig
1636,2389,U?ur Demirok,Trabzonspor,28,Turkish Süper Lig
1637,2390,Dale Stephens,Brighton & Hove Albion,28,English Premier League
1638,2392,Mikel Merino Zazón,Newcastle United,21,English Premier League
1639,2393,Marc Roca Junqué,RCD Espanyol,20,Spanish Primera División
1640,2396,Sloan Privat,En Avant de Guingamp,27,French Ligue 1
1641,2397,Uílson de Souza Paula Júnior,?stanbul Ba?ak?ehir FK,28,Turkish Süper Lig
1642,2400,Oussama Tannane,UD Las Palmas,23,Spanish Primera División
1643,2403,Fabrizio Cacciatore,Chievo Verona,30,Italian Serie A
1644,2405,Felix Bastians,VfL Bochum,29,German 2. Bundesliga
1645,2410,Musa Ça??ran,Osmanl?spor,24,Turkish Süper Lig
1646,2412,Giovani Lo Celso,Paris Saint-Germain,21,French Ligue 1
1647,2413,Mouctar Diakhaby,Olympique Lyonnais,20,French Ligue 1
1648,2414,François Moubandje,Toulouse FC,27,French Ligue 1
1649,2417,Marcel Heller,FC Augsburg,31,German Bundesliga
1650,2418,Vincent Pajot,AS Saint-Étienne,26,French Ligue 1
1651,2425,Ogenyi Onazi,Trabzonspor,24,Turkish Süper Lig
1652,2426,Thomas Strakosha,Lazio,22,Italian Serie A
1653,2427,Ça?lar Söyüncü,SC Freiburg,21,German Bundesliga
1654,2428,Enis Bardhi,Levante UD,21,Spanish Primera División
1655,2429,Ken Reichel,Eintracht Braunschweig,30,German 2. Bundesliga
1656,2430,Tiago Manuel Dias Correia,SD Eibar,26,Spanish Primera División
1657,2431,Molla Wagué,Watford,26,English Premier League
1658,2441,Mikel Rico Moreno,Athletic Club de Bilbao,32,Spanish Primera División
1659,2442,Milan Biševac,FC Metz,33,French Ligue 1
1660,2444,José Ángel Valdés Díaz,SD Eibar,27,Spanish Primera División
1661,2446,Harry Winks,Tottenham Hotspur,21,English Premier League
1662,2448,Kevin Großkreutz,SV Darmstadt 98,28,German 2. Bundesliga
1663,2449,Muhammet Demir,Medicana Sivasspor,25,Turkish Süper Lig
1664,2450,Eduardo Gottardi,CS Marítimo,31,Portuguese Primeira Liga
1665,2451,Darío Lezcano,FC Ingolstadt 04,27,German 2. Bundesliga
1666,2453,Jason Puncheon,Crystal Palace,31,English Premier League
1667,2454,Àlex Granell Nogué,Girona CF,28,Spanish Primera División
1668,2461,Laurent Depoitre,Huddersfield Town,28,English Premier League
1669,2465,Marco Sau,Cagliari,29,Italian Serie A
1670,2466,Julian Schieber,Hertha BSC Berlin,28,German Bundesliga
1671,2467,Naïm Sliti,Dijon FCO,24,French Ligue 1
1672,2469,Zdravko Kuzmanovi?,Málaga CF,29,Spanish Primera División
1673,2471,Gabrìel Vasconcellos F.,Milan,24,Italian Serie A
1674,2472,Marios Oikonomou,Ferrara (SPAL),24,Italian Serie A
1675,2473,Juan Pedro Ramírez López,Girona CF,26,Spanish Primera División
1676,2474,Adama Niane,ES Troyes AC,24,French Ligue 1
1677,2475,Dennis Diekmeier,Hamburger SV,27,German Bundesliga
1678,2477,Rodrigo Ely,Deportivo Alavés,23,Spanish Primera División
1679,2479,Romain Salin,Sporting CP,32,Portuguese Primeira Liga
1680,2484,Yusuf Yaz?c?,Trabzonspor,20,Turkish Süper Lig
1681,2492,Ali Çamdal?,Atiker Konyaspor,33,Turkish Süper Lig
1682,2493,Jordan Ikoko,En Avant de Guingamp,23,French Ligue 1
1683,2494,Marko Dmitrovi?,SD Eibar,25,Spanish Primera División
1684,2496,Philipp Max,FC Augsburg,23,German Bundesliga
1685,2499,Julien Féret,SM Caen,34,French Ligue 1
1686,2502,Enes Ünal,Villarreal CF,20,Spanish Primera División
1687,2505,Florian Kainz,SV Werder Bremen,24,German Bundesliga
1688,2506,Jamaal Lascelles,Newcastle United,23,English Premier League
1689,2510,Arouna Koné,Medicana Sivasspor,33,Turkish Süper Lig
1690,2512,Pione Sisto,RC Celta de Vigo,22,Spanish Primera División
1691,2521,Yoan Gouffran,Göztepe,31,Turkish Süper Lig
1692,2525,Renaud Cohade,FC Metz,32,French Ligue 1
1693,2530,Roberto Hilbert,SpVgg Greuther Fürth,32,German 2. Bundesliga
1694,2535,Florian Grillitsch,TSG 1899 Hoffenheim,21,German Bundesliga
1695,2538,Mathieu Peybernès,Göztepe,26,Turkish Süper Lig
1696,2541,Federico Peluso,Sassuolo,33,Italian Serie A
1697,2542,Laurent Pionnier,Montpellier Hérault SC,35,French Ligue 1
1698,2544,Paul Lasne,Montpellier Hérault SC,28,French Ligue 1
1699,2545,Mamadou Samassa,ES Troyes AC,27,French Ligue 1
1700,2548,Bruno Alexandre Vilela Gama,RC Deportivo de La Coruña,29,Spanish Primera División
1701,2551,Ricardo Sousa Esgaio,SC Braga,24,Portuguese Primeira Liga
1702,2553,Federico Ricca,Málaga CF,22,Spanish Primera División
1703,2554,David Simón Rodríguez Santana,UD Las Palmas,27,Spanish Primera División
1704,2558,Ricardo Jorge Pinto da Silva,FC Paços de Ferreira,36,Portuguese Primeira Liga
1705,2560,Antonino Ragusa,Sassuolo,27,Italian Serie A
1706,2561,Alfred Gomis,Ferrara (SPAL),23,Italian Serie A
1707,2564,António José Pinheiro Carvalho,Moreirense FC,24,Portuguese Primeira Liga
1708,2565,Daniele Padelli,Inter,31,Italian Serie A
1709,2566,Duško Toši?,Be?ikta? JK,32,Turkish Süper Lig
1710,2569,Jonathan Hogg,Huddersfield Town,28,English Premier League
1711,2570,Vincent Manceau,Angers SCO,27,French Ligue 1
1712,2571,Alexander Djiku,SM Caen,22,French Ligue 1
1713,2572,Sergio Sánchez Ortega,RCD Espanyol,31,Spanish Primera División
1714,2573,Álvaro Medrán Just,Deportivo Alavés,23,Spanish Primera División
1715,2578,Jonathan Schmid,FC Augsburg,27,German Bundesliga
1716,2588,Unai Núñez Gestoso,Athletic Club de Bilbao,20,Spanish Primera División
1717,2592,Gabriel Boschilia,AS Monaco,21,French Ligue 1
1718,2594,Junior Stanislas,Bournemouth,27,English Premier League
1719,2596,Syarhey Palitsevich,Gençlerbirli?i SK,27,Turkish Süper Lig
1720,2598,Jamie Maclaren,SV Darmstadt 98,23,German 2. Bundesliga
1721,2599,Gaetano Letizia,Benevento Calcio,27,Italian Serie A
1722,2607,Carlos Santos Rodrigues,CD Aves,22,Portuguese Primeira Liga
1723,2611,Alexander Mesa Travieso,Levante UD,22,Spanish Primera División
1724,2612,Bruno Manuel Araújo Braga,CD Aves,34,Portuguese Primeira Liga
1725,2615,Kai Havertz,Bayer 04 Leverkusen,18,German Bundesliga
1726,2616,Sergiy Rybalka,Medicana Sivasspor,27,Turkish Süper Lig
1727,2617,Giorgi Makaridze,Moreirense FC,27,Portuguese Primeira Liga
1728,2619,Beram Kayal,Brighton & Hove Albion,29,English Premier League
1729,2620,Mathieu Michel,Angers SCO,25,French Ligue 1
1730,2625,Daniel Bessa,Hellas Verona,24,Italian Serie A
1731,2627,José Manuel García Naranjo,CD Leganés,22,Spanish Primera División
1732,2629,Davide Calabria,Milan,20,Italian Serie A
1733,2630,Douglas Franco Teixeira,Sporting CP,29,Portuguese Primeira Liga
1734,2632,Miguel Ángel Garrido Cifuentes,Málaga CF,26,Spanish Primera División
1735,2635,Oleksandr Rybka,Kardemir Karabükspor,30,Turkish Süper Lig
1736,2638,Federico Ceccherini,Crotone,25,Italian Serie A
1737,2641,Vincent Nogueira,RC Strasbourg,29,French Ligue 1
1738,2645,Ryan Gauld,CD Aves,21,Portuguese Primeira Liga
1739,2646,Clecildo Rafael Martins Ladislau,Vitória Guimarães,28,Portuguese Primeira Liga
1740,2647,Chris Löwe,Huddersfield Town,28,English Premier League
1741,2651,Franck Tabanou,En Avant de Guingamp,28,French Ligue 1
1742,2653,Sinan Gümü?,Galatasaray SK,23,Turkish Süper Lig
1743,2656,Jonathan Delaplace,SM Caen,31,French Ligue 1
1744,2659,André Alexandre Carreira Sousa,CF Os Belenenses,26,Portuguese Primeira Liga
1745,2661,Fábio José Ferreira Pacheco,CS Marítimo,29,Portuguese Primeira Liga
1746,2666,Mateus Galiano da Costa,Boavista FC,33,Portuguese Primeira Liga
1747,2667,Idrissa Mandiang,Boavista FC,32,Portuguese Primeira Liga
1748,2669,Almamy Touré,AS Monaco,21,French Ligue 1
1749,2673,Emil Krafth,Bologna,22,Italian Serie A
1750,2674,Diego González Polanco,Málaga CF,22,Spanish Primera División
1751,2678,Benjamin Pavard,VfB Stuttgart,21,German Bundesliga
1752,2681,José Rodolfo Pires Ribeiro,Sampdoria,25,Italian Serie A
1753,2682,Simon Zoller,1. FC Köln,26,German Bundesliga
1754,2684,Mario Hermoso Canseco,RCD Espanyol,22,Spanish Primera División
1755,2691,Lorenzo Crisetig,Bologna,24,Italian Serie A
1756,2693,Jordan Marié,Dijon FCO,25,French Ligue 1
1757,2700,Christoph Moritz,1. FC Kaiserslautern,27,German 2. Bundesliga
1758,2712,Kyle Bartley,Swansea City,26,English Premier League
1759,2714,Kévin Monnet-Paquet,AS Saint-Étienne,28,French Ligue 1
